Price,IVV
2024-01-17,463.9228210449219
2024-01-18,467.90106201171875
2024-01-19,473.75604248046875
2024-01-22,474.78240966796875
2024-01-23,476.25836181640625
2024-01-24,476.6199951171875
2024-01-25,479.2786865234375
2024-01-26,478.7801818847656
2024-01-29,482.5434265136719
2024-01-30,482.1817626953125
2024-01-31,474.2643127441406
2024-02-01,480.5592041015625
2024-02-02,485.514892578125
2024-02-05,483.8923034667969
2024-02-06,485.2021789550781
2024-02-07,489.1413269042969
2024-02-08,489.4638366699219
2024-02-09,492.2984924316406
2024-02-12,492.0345458984375
2024-02-13,485.42694091796875
2024-02-14,489.7571105957031
2024-02-15,492.98272705078125
2024-02-16,490.6368713378906
2024-02-20,487.90972900390625
2024-02-21,488.3495788574219
2024-02-22,498.5542297363281
2024-02-23,498.83770751953125
2024-02-26,496.96099853515625
2024-02-27,497.8407287597656
2024-02-28,497.2151184082031
2024-02-29,498.9452209472656
2024-03-01,503.77392578125
2024-03-04,503.1777038574219
2024-03-05,498.09478759765625
2024-03-06,500.792724609375
2024-03-07,505.7679138183594
2024-03-08,502.69866943359375
2024-03-11,502.4542541503906
2024-03-12,507.69354248046875
2024-03-13,506.8821716308594
2024-03-14,505.7776794433594
2024-03-15,501.66253662109375
2024-03-18,505.20098876953125
2024-03-19,508.12359619140625
2024-03-20,512.8446655273438
2024-03-21,514.4283447265625
2024-03-22,513.7418823242188
2024-03-25,512.1337890625
2024-03-26,511.0551452636719
2024-03-27,515.5069580078125
2024-03-28,515.5167846679688
2024-04-01,514.683349609375
2024-04-02,511.3199462890625
2024-04-03,511.8887023925781
2024-04-04,505.5934143066406
2024-04-05,510.86883544921875
2024-04-08,511.006103515625
2024-04-09,511.6435546875
2024-04-10,506.68182373046875
2024-04-11,510.47662353515625
2024-04-12,503.33807373046875
2024-04-15,497.1015930175781
2024-04-16,496.1504821777344
2024-04-17,493.2676086425781
2024-04-18,492.130126953125
2024-04-19,487.8646240234375
2024-04-22,492.365478515625
2024-04-23,498.2979431152344
2024-04-24,498.1017761230469
2024-04-25,495.9935607910156
2024-04-26,500.847412109375
2024-04-29,502.6320495605469
2024-04-30,494.640380859375
2024-05-01,493.0910949707031
2024-05-02,497.6016845703125
2024-05-03,503.8577575683594
2024-05-06,509.10382080078125
2024-05-07,509.7607727050781
2024-05-08,509.7118835449219
2024-05-09,512.5064086914062
2024-05-10,513.2222290039062
2024-05-13,513.398681640625
2024-05-14,515.7423095703125
2024-05-15,522.1355590820312
2024-05-16,520.9099731445312
2024-05-17,521.79248046875
2024-05-20,522.400390625
2024-05-21,523.6751708984375
2024-05-22,522.1847534179688
2024-05-23,518.3702392578125
2024-05-24,521.8121337890625
2024-05-28,522.2139892578125
2024-05-29,518.4781494140625
2024-05-30,515.1148071289062
2024-05-31,519.6646728515625
2024-06-03,519.9882202148438
2024-06-04,520.7530517578125
2024-06-05,526.9895629882812
2024-06-06,526.9699096679688
2024-06-07,526.3031005859375
2024-06-10,527.8720092773438
2024-06-11,529.1810302734375
2024-06-12,533.5872192382812
2024-06-13,534.7084350585938
2024-06-14,534.8953247070312
2024-06-17,539.27197265625
2024-06-18,540.5800170898438
2024-06-20,538.9080200195312
2024-06-21,537.9933471679688
2024-06-24,536.6165161132812
2024-06-25,538.6522827148438
2024-06-26,539.4784545898438
2024-06-27,540.2653198242188
2024-06-28,538.2097778320312
2024-07-01,539.3702392578125
2024-07-02,542.8125610351562
2024-07-03,545.1927490234375
2024-07-05,548.566162109375
2024-07-08,549.2055053710938
2024-07-09,549.7168579101562
2024-07-10,554.94921875
2024-07-11,550.2381591796875
2024-07-12,553.7591552734375
2024-07-15,555.30322265625
2024-07-16,558.5980834960938
2024-07-17,550.7987670898438
2024-07-18,546.4417724609375
2024-07-19,542.8814086914062
2024-07-22,548.5170288085938
2024-07-23,547.6024169921875
2024-07-24,535.2395629882812
2024-07-25,532.4168090820312
2024-07-26,538.3671264648438
2024-07-29,538.7409057617188
2024-07-30,535.8394775390625
2024-07-31,544.1993408203125
2024-08-01,537.0491333007812
2024-08-02,526.9386596679688
2024-08-05,511.60565185546875
2024-08-06,516.4641723632812
2024-08-07,512.89404296875
2024-08-08,524.77490234375
2024-08-09,527.0172729492188
2024-08-12,527.2730102539062
2024-08-13,536.0460815429688
2024-08-14,537.7966918945312
2024-08-15,547.0023193359375
2024-08-16,548.2416381835938
2024-08-19,553.3362426757812
2024-08-20,552.5100708007812
2024-08-21,554.6639404296875
2024-08-22,549.9725952148438
2024-08-23,555.9130249023438
2024-08-26,554.33935546875
2024-08-27,555.3524169921875
2024-08-28,552.1068115234375
2024-08-29,552.1953735351562
2024-08-30,557.4080200195312
2024-09-03,546.1073608398438
2024-09-04,544.9664306640625
2024-09-05,543.451904296875
2024-09-06,534.4133911132812
2024-09-09,540.4127807617188
2024-09-10,542.4093627929688
2024-09-11,548.2612915039062
2024-09-12,552.9034423828125
2024-09-13,555.7360229492188
2024-09-16,556.6605224609375
2024-09-17,556.8671264648438
2024-09-18,555.2048950195312
2024-09-19,564.7254028320312
2024-09-20,563.5451049804688
2024-09-23,565.1089477539062
2024-09-24,566.7514038085938
2024-09-25,565.4135131835938
2024-09-26,567.83251953125
2024-09-27,566.8057250976562
2024-09-30,569.5208740234375
2024-10-01,564.139892578125
2024-10-02,564.366943359375
2024-10-03,563.290771484375
2024-10-04,568.4052124023438
2024-10-07,563.310546875
2024-10-08,568.6520385742188
2024-10-09,572.512451171875
2024-10-10,571.5054931640625
2024-10-11,574.9808959960938
2024-10-14,579.72021484375
2024-10-15,575.119140625
2024-10-16,577.6764526367188
2024-10-17,577.8441772460938
2024-10-18,580.0262451171875
2024-10-21,579.1672973632812
2024-10-22,578.7130737304688
2024-10-23,573.440673828125
2024-10-24,574.6649780273438
2024-10-25,574.5366821289062
2024-10-28,576.2645263671875
2024-10-29,577.1531372070312
2024-10-30,575.296875
2024-10-31,564.011474609375
2024-11-01,566.4601440429688
2024-11-04,565.32470703125
2024-11-05,572.1571044921875
2024-11-06,586.3650512695312
2024-11-07,590.9364624023438
2024-11-08,593.5232543945312
2024-11-11,593.9774780273438
2024-11-12,592.1607666015625
2024-11-13,592.6050415039062
2024-11-14,588.685302734375
2024-11-15,581.2110595703125
2024-11-18,583.6300659179688
2024-11-19,585.6640014648438
2024-11-20,585.9306030273438
2024-11-21,588.9320678710938
2024-11-22,590.877197265625
2024-11-25,592.624755859375
2024-11-26,596.1200561523438
2024-11-27,594.20458984375
2024-11-29,597.4134521484375
2024-12-02,599.03271484375
2024-12-03,599.279541015625
2024-12-04,602.9722290039062
2024-12-05,602.014404296875
2024-12-06,603.1005249023438
2024-12-09,599.990478515625
2024-12-10,598.252685546875
2024-12-11,602.8635864257812
2024-12-12,599.66455078125
2024-12-13,599.5559692382812
2024-12-16,602.11328125
2024-12-17,599.491455078125
2024-12-18,581.8649291992188
2024-12-19,581.4389038085938
2024-12-20,587.879150390625
2024-12-23,592.1495971679688
2024-12-24,598.8078002929688
2024-12-26,598.5205078125
2024-12-27,592.0405883789062
2024-12-30,585.5507202148438
2024-12-31,583.2719116210938
2025-01-02,582.05322265625
2025-01-03,589.1473999023438
2025-01-06,592.8035278320312
2025-01-07,586.1353149414062
2025-01-08,586.7496337890625
2025-01-10,577.9710693359375
2025-01-13,578.813232421875
2025-01-14,579.6157836914062
2025-01-15,590.1580810546875
2025-01-16,589.1573486328125
2025-01-17,594.7454833984375
2025-01-21,600.1355590820312
2025-01-22,603.7024536132812
2025-01-23,607.0712280273438
2025-01-24,605.2778930664062
2025-01-27,596.8361206054688
2025-01-28,601.9090576171875
2025-01-29,599.3527221679688
2025-01-30,602.35498046875
2025-01-31,599.1051025390625
2025-02-03,595.1616821289062
2025-02-04,599.134765625
2025-02-05,601.5919799804688
2025-02-06,603.8015747070312
2025-02-07,598.2529907226562
2025-02-10,602.1666870117188
2025-02-11,602.6422729492188
2025-02-12,600.640869140625
2025-02-13,607.04150390625
2025-02-14,607.0513916015625
2025-02-18,608.8348388671875
2025-02-19,610.1923217773438
2025-02-20,607.8242797851562
2025-02-21,597.33154296875
2025-02-24,594.4878540039062
2025-02-25,591.5947265625
2025-02-26,591.79296875
2025-02-27,582.3801879882812
2025-02-28,591.5550537109375
2025-03-03,581.3992309570312
2025-03-04,574.3843383789062
2025-03-05,580.6759643554688
2025-03-06,570.2525634765625
2025-03-07,573.1953125
2025-03-10,558.2637939453125
2025-03-11,553.5078125
2025-03-12,556.32177734375
2025-03-13,548.969970703125
2025-03-14,560.3643188476562
2025-03-17,564.3770141601562
2025-03-18,558.4981689453125
2025-03-19,564.5410766601562
2025-03-20,563.2788696289062
2025-03-21,563.1198120117188
2025-03-24,573.1978149414062
2025-03-25,574.4302978515625
2025-03-26,567.9302368164062
2025-03-27,566.1412353515625
2025-03-28,554.7114868164062
2025-03-31,558.4684448242188
2025-04-01,560.3369140625
2025-04-02,563.7360229492188
2025-04-03,536.771728515625
2025-04-04,504.5099182128906
2025-04-07,503.2874450683594
2025-04-08,495.75372314453125
2025-04-09,542.9139404296875
2025-04-10,523.8411254882812
2025-04-11,533.7005615234375
2025-04-14,538.212890625
2025-04-15,536.8909912109375
2025-04-16,524.91455078125
2025-04-17,525.4412841796875
2025-04-21,513.2263793945312
2025-04-22,526.14697265625
2025-04-23,534.5652465820312
2025-04-24,545.8657836914062
2025-04-25,549.8115844726562
2025-04-28,550.0501098632812
2025-04-29,553.548583984375
2025-04-30,554.552490234375
2025-05-01,557.6832275390625
2025-05-02,565.8629760742188
2025-05-05,562.7123413085938
2025-05-06,558.1105346679688
2025-05-07,560.3270263671875
2025-05-08,563.865234375
2025-05-09,563.4279174804688
2025-05-12,582.1329956054688
2025-05-13,586.337158203125
2025-05-14,586.6751098632812
2025-05-15,589.5573120117188
2025-05-16,593.3937377929688
2025-05-19,594.13916015625
2025-05-20,591.9328002929688
2025-05-21,582.0932006835938
2025-05-22,582.1826782226562
2025-05-23,578.4456787109375
2025-05-27,590.312744140625
2025-05-28,586.8341064453125
2025-05-29,589.1598510742188
2025-05-30,588.53369140625
2025-06-02,591.9526977539062
2025-06-03,595.272216796875
2025-06-04,595.1132202148438
2025-06-05,592.3402709960938
2025-06-06,598.323486328125
2025-06-09,598.8900146484375
2025-06-10,602.3289184570312
2025-06-11,600.619384765625
2025-06-12,602.805908203125
2025-06-13,596.126953125
2025-06-16,601.9464721679688
2025-06-17,596.9614868164062
2025-06-18,596.8218994140625
2025-06-20,594.8677368164062
2025-06-23,601.118896484375
2025-06-24,607.67919921875
2025-06-25,608.1278686523438
2025-06-26,612.9133911132812
2025-06-27,615.6052856445312
2025-06-30,619.0349731445312
2025-07-01,618.8056030273438
2025-07-02,621.54736328125
2025-07-03,626.2830810546875
2025-07-07,621.9561767578125
2025-07-08,621.4577026367188
2025-07-09,625.1465454101562
2025-07-10,626.9610595703125
2025-07-11,624.5582885742188
2025-07-14,625.8543701171875
2025-07-15,623.1126708984375
2025-07-16,625.3659057617188
2025-07-17,629.0347900390625
2025-07-18,628.7755737304688
2025-07-21,629.8323974609375
2025-07-22,629.8424072265625
2025-07-23,635.4156494140625
2025-07-24,635.6648559570312
2025-07-25,638.1373901367188
2025-07-28,637.997802734375
2025-07-29,636.482421875
2025-07-30,635.5950927734375
2025-07-31,632.992919921875
2025-08-01,622.7737426757812
2025-08-04,632.2650756835938
2025-08-05,629.2242431640625
2025-08-06,633.8801879882812
2025-08-07,633.5313110351562
2025-08-08,638.3268432617188
2025-08-11,637.0606079101562
2025-08-12,643.8003540039062
2025-08-13,646.1632080078125
2025-08-14,646.1831665039062
2025-08-15,644.7275390625
2025-08-18,644.428466796875
2025-08-19,641.0187377929688
2025-08-20,639.3038940429688
2025-08-21,636.781494140625
2025-08-22,646.5520629882812
2025-08-25,643.70068359375
2025-08-26,646.3128051757812
2025-08-27,647.84814453125
2025-08-28,650.18115234375
2025-08-29,646.3726196289062
2025-09-02,641.4873046875
2025-09-03,644.9369506835938
2025-09-04,650.2509155273438
2025-09-05,648.51611328125
2025-09-08,650.1611938476562
2025-09-09,651.6566772460938
2025-09-10,653.5210571289062
2025-09-11,658.9646606445312
2025-09-12,658.7352905273438
2025-09-15,662.1749877929688
2025-09-16,661.2999877929688
2025-09-17,660.5700073242188
2025-09-18,663.7000122070312
2025-09-19,666.8699951171875
2025-09-22,670.0800170898438
2025-09-23,666.5
2025-09-24,664.260009765625
2025-09-25,661.219970703125
2025-09-26,664.8900146484375
2025-09-29,666.760009765625
2025-09-30,669.2999877929688
2025-10-01,671.8400268554688
2025-10-02,672.5
2025-10-03,673.8400268554688
